what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1332123709618
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1332123709623
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1332123709722
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1332123709764
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123711904
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123737628
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1332123737694
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123742239
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123768016
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1332123768094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1332123768094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123775452
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123786239
